,Cluster_3_Mean,Cluster_4_Mean,Cluster_3_StdDev,Cluster_4_StdDev,Mean_Difference,Contribution
MW,571.7420295281249,1230.5994768750002,147.18543486710863,111.01588123702396,-658.8574473468752,0.4556746084416343
LabuteASA,239.939505896875,509.7593858,60.29636714262184,45.1244109219081,-269.819879903125,0.18819765410068612
MolMR,153.77301875,320.61542499999996,37.27545607235702,27.599142268957255,-166.84240624999995,0.11778261520157364
TPSA,100.415625,226.75125,28.75503534446255,23.62874849324742,-126.335625,0.07864448919198293
