,Cluster_1_Mean,Cluster_2_Mean,Cluster_1_StdDev,Cluster_2_StdDev,Mean_Difference,Contribution
MW,1824.600945290909,437.6054662888889,1680.4776020904196,93.65636306599761,1386.9954790020201,0.45725729285774674
LabuteASA,758.1647397090909,182.0867888444444,706.5258832770226,35.29343390795514,576.0779508646465,0.18687763254307965
MolMR,477.9946431818182,113.00358888888888,454.0070262208911,21.27772171459179,364.99105429292933,0.11612646449093755
TPSA,338.99409090909086,97.30222222222224,293.4113034895442,23.412085435613044,241.69186868686862,0.07902124018375684
