,Cluster_1_Mean,Cluster_4_Mean,Cluster_1_StdDev,Cluster_4_StdDev,Mean_Difference,Contribution
MW,1824.600945290909,1230.5994768750002,1680.4776020904196,111.01588123702396,594.0014684159089,0.4709341133087305
LabuteASA,758.1647397090909,509.7593858,706.5258832770226,45.1244109219081,248.40535390909088,0.19557696768539085
MolMR,477.9946431818182,320.61542499999996,454.0070262208911,27.599142268957255,157.37921818181826,0.12149533103449986
TPSA,338.99409090909086,226.75125,293.4113034895442,23.62874849324742,112.24284090909086,0.0993880032253766
