,Cluster_0_Mean,Cluster_4_Mean,Cluster_0_StdDev,Cluster_4_StdDev,Mean_Difference,Contribution
MW,769.5561849999999,1230.5994768750002,361.2425045147547,111.01588123702396,-461.04329187500025,0.40546316248690684
LabuteASA,329.7711973363637,509.7593858,148.92493620437907,45.1244109219081,-179.98818846363633,0.1486622193057524
MolMR,196.08906363636362,320.61542499999996,99.57001728537836,27.599142268957255,-124.52636136363634,0.10720145689733147
RotBonds,36.63636363636363,81.25,17.811640728875748,7.421012637870156,-44.61363636363637,0.07859848704728838
AliphaticCarbonCount,26.727272727272727,61.0,10.149787279454769,5.154748157905347,-34.27272727272727,0.07852995022389875
