Cluster,MW,LogP,TPSA,HBA,HBD,RotBonds,NumAromRings,FractionCSP3,NumRings,HeavyAtomCount,CarbonCount,AliphaticCarbonCount,NumOH,NumCarbonyls,NumCarboxyls,NumEthers,NumSulfurs,NumAmines,LabuteASA,NumChargedAtoms,MolMR,LongestAliphaticChain,PolarRatio,Chi0v,Chi1v
0,769.5561849999999,2.8105454545454545,157.4336363636364,12.909090909090908,1.0,36.63636363636363,1.8181818181818181,0.6978331931818182,1.8181818181818181,52.45454545454545,37.63636363636363,26.727272727272727,0.6363636363636364,0.09090909090909091,0.0,9.090909090909092,0.0,0.09090909090909091,329.7711973363637,1.6363636363636365,196.08906363636362,6.636363636363637,3.1693998760909095,33.51739156727273,19.540816956181818
1,1824.600945290909,8.774779545454544,338.99409090909086,33.34090909090909,2.1363636363636362,106.5,1.4545454545454546,0.9200708240000001,1.5909090909090908,126.29545454545455,92.54545454545455,83.81818181818181,1.7272727272727273,0.8863636363636364,0.20454545454545456,30.477272727272727,0.0,0.45454545454545453,758.1647397090909,0.0,477.9946431818182,14.431818181818182,2.681510424159091,78.67730741795455,46.78047761340909
2,437.6054662888889,3.109922222222222,97.30222222222224,6.888888888888889,1.5555555555555556,21.0,0.0,0.9719298245555557,0.5555555555555556,29.333333333333332,21.0,21.0,0.8888888888888888,0.5555555555555556,0.0,3.888888888888889,0.0,0.0,182.0867888444444,0.0,113.00358888888888,9.777777777777779,3.2919721642222224,19.537696972222225,12.222122698888889
3,571.7420295281249,4.2299875,100.415625,9.6875,1.0,34.875,0.0,1.0,0.0,39.28125,29.59375,29.59375,1.0,0.0,0.0,8.25,0.0,0.0,239.939505896875,0.0,153.77301875,11.65625,2.54094371675,25.4421161384375,15.42490920390625
4,1230.5994768750002,5.90095,226.75125,23.375,1.0,81.25,0.0,0.996323529375,0.0,84.375,61.0,61.0,1.0,0.0,0.0,22.375,0.0,0.0,509.7593858,0.0,320.61542499999996,16.25,2.684992624125,52.9757368375,32.21027556
