Dim1,Dim2,ID,Label
-1.0884519,-20.353096,1,0
-0.8395639,-20.31413,2,0
-0.54125434,-20.26671,3,0
0.15712075,-20.160694,4,0
0.77077556,-20.066418,5,0
1.6307819,-19.93073,6,0
2.0221376,-19.868876,7,0
2.2286139,-19.839872,8,0
2.365229,-19.81518,9,0
-9.114587,6.4642487,10,1
-9.106661,6.3043385,11,1
-9.102577,6.1247334,12,1
-9.101301,6.229712,13,1
-9.049871,5.9602814,14,1
-9.064719,6.0666075,15,1
-9.165974,6.5336103,16,1
12.2160225,3.9422605,17,2
-9.144061,6.4543605,18,1
-9.168566,6.474125,19,1
12.174431,3.9701552,20,2
-10.647549,8.829545,21,1
12.359776,3.830302,22,2
11.267679,3.2644157,23,2
-10.692199,8.8764515,24,1
12.311635,3.6501331,25,2
11.198999,3.4019854,26,2
0.21422762,-6.847653,27,2
8.508909,1.8695822,28,2
8.583405,1.9370797,29,2
0.241589,-6.536322,30,2
1.1087114,7.1427317,31,2
0.5494782,-6.0021825,32,2
0.47394833,-6.0541296,33,2
1.0830249,7.301115,34,2
1.0679106,7.339359,35,2
0.99153227,-4.987097,36,2
2.1511996,-3.600778,37,2
1.069359,2.545547,38,2
1.0844315,7.2856774,39,2
1.1102575,7.2263975,40,2
-13.302967,8.719389,41,1
-13.114879,8.708691,42,1
1.098477,7.2580023,43,2
1.0890924,7.305815,44,2
-13.10543,8.72934,45,1
-13.067712,8.718822,46,1
1.5584049,5.7528167,47,2
1.5887066,5.4146533,48,2
1.605026,5.4495144,49,2
1.159833,7.0720115,50,2
12.617067,5.8927917,51,2
4.6803474,1.8918612,52,2
4.7094607,1.9562049,53,2
4.3639517,1.8649338,54,2
6.64645,0.9254976,55,2
6.742999,0.9520432,56,2
6.8153067,0.89729816,57,2
7.195533,0.91072446,58,2
7.3274465,0.8811526,59,2
7.3299584,0.79883987,60,2
12.353438,4.8648605,61,2
1.1756507,7.0415025,62,2
1.3640158,6.311856,63,2
-13.286767,8.689201,64,1
-13.119853,8.717226,65,1
-18.9533,-2.7291677,66,3
6.9847846,0.9132785,67,2
3.95913,2.8242574,68,2
5.472943,2.6068747,69,2
7.3733864,1.3828216,70,2
2.5492842,2.986371,71,2
2.4336689,2.9172714,72,2
10.590191,5.7920256,73,2
1.5237737,5.580823,74,2
1.2092187,6.9605365,75,2
1.2297626,6.8244424,76,2
-13.075868,8.697301,77,1
-13.014909,8.716673,78,1
-2.7791882,-6.9879785,79,2
-2.8421333,-7.098688,80,2
10.599184,5.5788355,81,2
10.451454,5.3218727,82,2
2.4715972,2.8828905,83,2
10.667354,5.8858104,84,2
10.900572,5.08374,85,2
10.33669,3.7507627,86,2
1.0446627,2.35511,87,2
1.7042415,5.3832965,88,2
12.511654,6.815244,89,2
1.3777602,6.3416367,90,2
-2.2389786,-6.270758,91,2
1.627037,4.634728,92,2
12.151994,6.786353,93,2
1.1663274,2.343382,94,2
1.3632653,2.3333287,95,2
1.12319,2.3535237,96,2
12.393573,5.7837167,97,2
3.9662828,2.8673391,98,2
4.7231975,2.515912,99,2
7.824043,1.6928474,100,2
12.219012,4.448643,101,2
12.1651535,4.4390364,102,2
11.931284,4.699998,103,2
12.202843,4.4390664,104,2
10.355619,3.355895,105,2
8.93063,2.1932592,106,2
1.8460948,3.5984278,107,2
2.0254552,5.2016306,108,2
1.1746517,1.1059886,109,2
1.6231394,-0.07661871,110,2
1.8472606,-0.21606785,111,2
2.7312305,-1.6328962,112,2
7.354382,1.1138016,113,2
1.4906925,1.326651,114,2
2.2586312,-0.08547531,115,2
4.709015,0.75933194,116,2
-2.32151,-6.1973057,117,2
1.3564962,2.0721397,118,2
1.7294817,2.326959,119,2
1.6882403,2.417786,120,2
11.290972,6.4129043,121,2
-1.9402488,-5.838644,122,2
1.9421028,2.450429,123,2
1.6861511,2.4579794,124,2
1.493832,2.5235581,125,2
10.770732,5.76562,126,2
10.990882,5.213309,127,2
3.011296,3.439891,128,2
4.0685143,2.5339086,129,2
5.3770247,2.5140457,130,2
10.86323,5.3351674,131,2
3.2719464,3.1315897,132,2
10.638177,6.0002356,133,2
10.872538,6.184885,134,2
1.5296434,1.0157713,135,2
2.430319,-3.2138553,136,2
2.6248403,-2.944329,137,2
3.130217,-2.4277492,138,2
6.0739384,0.53177637,139,2
6.4056554,0.6642503,140,2
6.8220487,0.7989156,141,2
2.7366474,-2.8652155,142,2
2.3113482,4.1313715,143,2
11.319518,6.4945016,144,2
2.1247575,-3.4467359,145,2
2.6170971,-2.9879558,146,2
0.9152682,-4.638388,147,2
2.4416635,-3.2754388,148,2
1.9405615,5.035963,149,2
12.052717,6.7753477,150,2
1.6928835,0.06860145,151,2
8.212043,1.7057518,152,2
8.308781,1.7466877,153,2
8.394122,1.7492111,154,2
12.204887,6.7165737,155,2
1.6962969,0.12305216,156,2
12.264304,6.7536874,157,2
1.6306274,0.35226727,158,2
-9.2199955,6.7773085,159,1
12.393902,3.788051,160,2
-9.147011,6.6135345,161,1
-9.148722,6.499514,162,1
-1.4495462,-5.9984236,163,2
-0.5760985,-5.701231,164,2
0.1827337,-5.1203723,165,2
0.6136451,-4.746287,166,2
1.2268931,-4.5246196,167,2
2.03627,-3.7869985,168,2
2.3758194,-3.4016118,169,2
2.6043918,-3.0986242,170,2
5.4459743,0.32579392,171,2
-9.292674,6.9914136,172,1
-9.234353,6.963992,173,1
-0.05630844,-20.206564,174,0
-2.0984042,-6.5230913,175,2
2.0915847,-3.827009,176,2
-8.60617,9.06899,177,1
1.7315538,5.271362,178,2
12.535672,6.864842,179,2
12.521325,6.747847,180,2
-12.151519,8.680412,181,1
12.448527,3.810657,182,2
-12.526934,8.735171,183,1
12.434833,3.8589177,184,2
-0.5357876,-6.113043,185,2
-0.024621066,-5.8621993,186,2
0.38450179,-5.5552835,187,2
0.74102646,-5.2056675,188,2
1.9634261,-3.9499445,189,2
2.2340372,-3.620346,190,2
-7.9881377,9.949487,191,1
1.8724376,-0.26025346,192,2
2.0834327,-0.7290775,193,2
-12.380387,8.746468,194,1
-12.582317,8.745398,195,1
-2.40435,-6.9325566,196,2
-18.937998,-2.7296436,197,3
-19.34256,-2.7628672,198,3
-9.203436,9.068312,199,1
-11.039023,8.991958,200,1
-11.059355,8.979371,201,1
-7.905179,10.115734,202,1
-7.811364,10.180008,203,1
8.362581,1.8303913,204,2
8.552438,1.912532,205,2
12.506005,6.6698184,206,2
-2.772405,-7.440798,207,2
-9.256529,9.626915,208,1
-10.742535,9.098598,209,1
-10.884924,9.164561,210,1
-9.704054,8.705213,211,1
-7.800047,10.233985,212,1
-2.78297,-7.4029856,213,2
