Dim1,Dim2,ID,Label
-12.453095,-6.47316,1,0
-0.96101856,7.3132014,2,1
6.5590744,11.2173605,3,2
5.79429,11.35008,4,2
6.9363847,11.639524,5,2
5.4743834,-10.720789,6,3
5.9713774,-8.959593,7,3
5.9362884,-8.71989,8,3
6.1960816,-8.946469,9,3
7.4694095,12.392584,10,2
6.378253,11.136031,11,2
-0.00838542,-3.1678312,12,1
0.09816166,-2.559531,13,1
-0.80124515,-2.0527267,14,1
-0.9249421,-1.7086986,15,1
2.0209284,-2.9849262,16,1
1.9880624,-3.0070999,17,1
2.186296,-3.0194676,18,1
6.2408214,11.583603,19,2
2.2052681,-3.0392232,20,1
-0.6647441,-2.357035,21,1
-0.8188568,-2.2043183,22,1
-1.0772443,-1.6906638,23,1
-1.8846928,-0.063336395,24,1
-2.0808825,0.49440828,25,1
-2.0768173,0.68604386,26,1
-2.1317022,1.5124522,27,1
-2.2120934,3.4328117,28,1
-1.2349797,6.849752,29,1
6.1351776,11.095516,30,2
2.140339,-3.0514026,31,1
-13.964379,-5.216395,32,0
-13.984435,-5.210479,33,0
-13.657138,-5.4405065,34,0
-13.711496,-5.394645,35,0
-13.9191265,-5.252432,36,0
5.295614,-12.029299,37,3
-2.19178,0.6608976,38,1
5.4959683,-13.244553,39,3
5.543204,-13.350954,40,3
5.482715,-13.298554,41,3
5.5494165,-13.309269,42,3
-2.2177534,0.83109313,43,1
-2.349925,2.2739391,44,1
-2.3060198,3.0110614,45,1
-2.0344357,4.379434,46,1
-0.8843943,-2.104918,47,1
-2.0341623,0.35823134,48,1
-2.3496315,1.704041,49,1
-2.227345,3.5808716,50,1
-1.5402621,5.997079,51,1
-1.140482,6.9659953,52,1
4.77154,-9.907291,53,3
5.136565,-11.26524,54,3
-2.2570703,3.069329,55,1
-2.0950336,4.0570884,56,1
-2.355058,1.2935469,57,1
-12.60497,-6.2376447,58,0
-12.620428,-6.1374483,59,0
5.5369267,-11.502426,60,3
4.185576,-8.391832,61,3
-13.915676,-5.267789,62,0
5.5062766,-11.212474,63,3
-12.642165,-6.1732955,64,0
5.5090594,-11.401178,65,3
6.5239043,10.628739,66,2
5.6697035,-11.681387,67,3
5.5526447,-11.556615,68,3
-0.98196095,-1.8149446,69,1
-1.7291899,-0.22646162,70,1
6.1747303,10.565883,71,2
7.4450717,12.366571,72,2
7.352599,12.230516,73,2
6.943179,11.10836,74,2
7.525358,12.495323,75,2
5.578736,-12.710342,76,3
-1.3399633,-1.0936992,77,1
4.583378,-8.212079,78,3
5.0226355,-8.647861,79,3
4.433143,-8.214879,80,3
4.159758,-8.109264,81,3
4.3060164,-8.168044,82,3
4.264722,-8.142431,83,3
4.7065363,-8.24191,84,3
5.3351045,-8.423396,85,3
-11.754471,-5.5687165,86,0
-6.4339137,10.381308,87,4
-6.4013085,10.355602,88,4
-6.445194,10.392497,89,4
-6.4248238,10.376283,90,4
-6.3789515,10.340526,91,4
-6.3230853,10.296735,92,4
-6.2123694,10.217116,93,4
-1.5455551,6.479438,94,1
-1.1381586,7.149172,95,1
-0.9381621,7.445382,96,1
-0.94519377,7.3701425,97,1
6.0394073,10.925457,98,2
7.43569,12.389654,99,2
-0.93681926,7.3915677,100,1
-6.438536,10.389035,101,4
-12.243449,-6.1377296,102,0
5.533798,-13.3005705,103,3
7.4362125,12.316838,104,2
