TARGET
0.37
0.51
0.92
0.15
0.18
0.04
0.07
0.08
0.12
0.67
0.15
0.0
0.02
0.02
0.02
0.01
0.01
0.02
0.04
0.02
0.01
0.02
0.03
0.04
0.04
0.04
0.04
0.06
0.38
0.57
0.01
0.93
1.57
0.31
0.37
1.87
0.04
0.05
0.25
0.58
0.46
0.8
0.06
0.09
0.1
0.22
0.03
0.05
0.07
0.16
0.17
0.29
0.13
0.0
0.08
0.2
0.07
0.03
0.02
0.96
0.01
0.1
0.26
0.07
0.12
33.7
2.02
1.99
0.03
0.03
3.38
0.0
0.0
0.03
0.05
13.57
0.02
0.05
0.09
0.04
0.02
0.01
0.01
0.03
0.08
0.01
0.02
0.03
0.04
0.05
0.06
0.06
0.1
0.2
0.47
0.62
0.35
0.76
0.32
0.52
0.03
0.01
0.92
0.0
