,MW,LogP,TPSA,HBA,HBD,RotBonds,NumAromRings,FractionCSP3,NumRings,HeavyAtomCount,CarbonCount,AliphaticCarbonCount,NumOH,NumCarbonyls,NumCarboxyls,NumEthers,NumSulfurs,NumAmines,LabuteASA,NumChargedAtoms,MolMR,LongestAliphaticChain,PolarRatio,Chi0v,Chi1v
MW,1.0,0.0030721545173231905,0.7838288144916764,0.904275346023489,0.3605800222867743,0.9182081356210737,-0.02867020040636516,0.04387132511675382,0.2980541194695214,0.9968409136912235,0.9620587808374891,0.9633170055613566,0.3545707690154108,0.31132651475978257,-0.06751635268698954,0.8311974598019726,-0.07569049764011068,0.18583998854073347,0.995809834627611,-0.1892718824609391,0.9738587414352207,0.22367815763684434,0.05290081524676718,0.9878056813524347,0.9789898695322503
LogP,0.0030721545173231905,1.0,-0.48721819397854577,-0.2737894796589494,-0.6220225440543304,0.2206129127866543,0.2948136680752985,-0.195517855799984,-0.33446645284326404,0.009540108254911014,0.15765329885043683,0.10486533585588308,-0.6278429379265891,-0.2515707374727459,0.0483549699980902,0.11058837588626064,0.004439240635270565,-0.09558066229818633,0.029952690498952373,0.04218959891628478,0.11040823179138305,0.2702881227393453,-0.6939163249193536,0.07526528552367119,0.09515593807162555
TPSA,0.7838288144916764,-0.48721819397854577,1.0,0.9238486254408674,0.7982300649886364,0.6001291392749851,-0.2558226362254348,0.18834997916314136,0.49150800237730297,0.8009152430559008,0.7149807974453029,0.7555837638595301,0.7965970872028598,0.46490142844370125,-0.15806919377945838,0.5613172619088234,-0.07016679853523525,0.18364427005841508,0.7756222150956209,-0.42122888786135426,0.7490696477077832,0.12652194196268546,0.6122747339223524,0.7436369094887125,0.7581033222101519
HBA,0.904275346023489,-0.2737894796589494,0.9238486254408674,1.0,0.5408260235701039,0.8173435196252444,-0.164583955989803,0.17262201535967772,0.3756466289177985,0.9172873932101632,0.8469580708884724,0.8707821932683657,0.5478005779282716,0.30801789210664854,-0.17432131311566137,0.8312811847852697,-0.0492794701553928,0.021449250897311554,0.8999783125280802,-0.41980592086315344,0.8796208280413009,0.03678549550883374,0.41273424337740683,0.8779666498017001,0.8824811076965768
HBD,0.3605800222867743,-0.6220225440543304,0.7982300649886364,0.5408260235701039,1.0,0.10414444872962968,-0.27511690389231475,0.19176911676124134,0.5583754653100922,0.3824110427947959,0.31347930386995965,0.3595003900272292,0.9934473049334441,0.38845954587888404,-0.19298845858287378,0.024302102026705914,0.00949297655902511,0.3386125747146881,0.3405292530405355,-0.48179871142154646,0.3360741018680055,0.16815785148325188,0.7082869428256594,0.30141297149960233,0.33662211279491305
RotBonds,0.9182081356210737,0.2206129127866543,0.6001291392749851,0.8173435196252444,0.10414444872962968,1.0,-0.008913263740708194,0.07932508724953091,0.01170262807364048,0.9214058816193238,0.9347761557000416,0.9324049756599586,0.09773053661637922,0.1634561900708476,-0.09945566653612403,0.9073746600399666,-0.10103226084444934,0.09303107682163882,0.9312483866466204,-0.20261047555954248,0.9455926548549917,0.17750582419937494,-0.08509067330439858,0.9417264203851612,0.9396242181929252
NumAromRings,-0.02867020040636516,0.2948136680752985,-0.2558226362254348,-0.164583955989803,-0.27511690389231475,-0.008913263740708194,1.0,-0.8686723442255384,0.24944098665680803,-0.022163130700363434,0.06415214813257275,-0.10912200115325173,-0.27351474755531624,-0.22519697357817844,-0.002408171914286287,0.03464458925463244,-0.08756022807370159,0.0016350324106183505,-0.014287012232728585,0.13244908152291743,0.016397513744693053,-0.13253780611061622,-0.427365569742347,-0.0074472207788483505,-0.023048020385665956
FractionCSP3,0.04387132511675382,-0.195517855799984,0.18834997916314136,0.17262201535967772,0.19176911676124134,0.07932508724953091,-0.8686723442255384,1.0,-0.24534567828213982,0.03590905789223496,-0.02458519842554361,0.12507692258800873,0.20386801030276036,-0.15581401586292953,-0.13612245573518475,0.07719846920346668,0.10763482746832899,-0.1012400149625426,0.03004281362193174,-0.17683314914914042,0.022659751998721337,0.03409367475878695,0.3091618694424285,0.03399060512952792,0.05523882728745647
NumRings,0.2980541194695214,-0.33446645284326404,0.49150800237730297,0.3756466289177985,0.5583754653100922,0.01170262807364048,0.24944098665680803,-0.24534567828213982,1.0,0.315535929043964,0.29746499267454296,0.25340801433739363,0.5665538569017795,0.15870359117280444,-0.12262234088611569,0.13336029219269502,-0.06576669147967198,0.060036472675024884,0.28730879551530975,-0.24023878927542314,0.275820210923757,0.132618029954865,0.28106469650048654,0.2572390143089245,0.2780386918139662
HeavyAtomCount,0.9968409136912235,0.009540108254911014,0.8009152430559008,0.9172873932101632,0.3824110427947959,0.9214058816193238,-0.022163130700363434,0.03590905789223496,0.315535929043964,1.0,0.9711976963148451,0.970893333282973,0.37613167055624974,0.3209717279255719,-0.0720237193957955,0.8369182736719302,-0.09499163910304359,0.18042383265143905,0.9962380800904281,-0.23728739188215167,0.9817859503970632,0.22718239075222665,0.0831757144176073,0.9878672313204788,0.9839891917839009
CarbonCount,0.9620587808374891,0.15765329885043683,0.7149807974453029,0.8469580708884724,0.31347930386995965,0.9347761557000416,0.06415214813257275,-0.02458519842554361,0.29746499267454296,0.9711976963148451,1.0,0.9848703307179384,0.3042865562416463,0.27669157581719606,-0.1097888979490069,0.8152309922140559,-0.15127931915621975,0.22605246128169437,0.9759516635193367,-0.22111118184659095,0.9959789030565684,0.3145527377498194,-0.02865824527189332,0.9834709976402997,0.9895085739818428
AliphaticCarbonCount,0.9633170055613566,0.10486533585588308,0.7555837638595301,0.8707821932683657,0.3595003900272292,0.9324049756599586,-0.10912200115325173,0.12507692258800873,0.25340801433739363,0.970893333282973,0.9848703307179384,1.0,0.3500151810511201,0.31549897068017646,-0.1073822674178198,0.8045496314534873,-0.13572728150880206,0.22855245276452404,0.974500551082216,-0.23809797565116986,0.988916994492098,0.34064394557606475,0.04308372747347324,0.9808632195354926,0.9895734478196047
NumOH,0.3545707690154108,-0.6278429379265891,0.7965970872028598,0.5478005779282716,0.9934473049334441,0.09773053661637922,-0.27351474755531624,0.20386801030276036,0.5665538569017795,0.37613167055624974,0.3042865562416463,0.3500151810511201,1.0,0.34676547545278524,-0.2031170678414068,0.0385506836895264,0.019029511975012636,0.264641724068646,0.3328676160249933,-0.4958875604901197,0.32699791462494404,0.15010561473950504,0.7217749207365384,0.2926541124553074,0.3275813932855259
NumCarbonyls,0.31132651475978257,-0.2515707374727459,0.46490142844370125,0.30801789210664854,0.38845954587888404,0.1634561900708476,-0.22519697357817844,-0.15581401586292953,0.15870359117280444,0.3209717279255719,0.27669157581719606,0.31549897068017646,0.34676547545278524,1.0,0.23769161672256878,0.00274805532114886,-0.06930199989772166,0.4269956896341989,0.31808994811222385,0.007106711219286113,0.282575621053062,0.22917998663639905,0.32347423116664287,0.30063788595971386,0.29722969431323054
NumCarboxyls,-0.06751635268698954,0.0483549699980902,-0.15806919377945838,-0.17432131311566137,-0.19298845858287378,-0.09945566653612403,-0.002408171914286287,-0.13612245573518475,-0.12262234088611569,-0.0720237193957955,-0.1097888979490069,-0.1073822674178198,-0.2031170678414068,0.23769161672256878,1.0,-0.1381735723900152,-0.04876618624994639,0.10694239043131361,-0.07161533645257354,0.40413337184023457,-0.12754375569817172,0.058720634302864644,-0.1958901357517027,-0.08456499336774213,-0.11938353506859337
NumEthers,0.8311974598019726,0.11058837588626064,0.5613172619088234,0.8312811847852697,0.024302102026705914,0.9073746600399666,0.03464458925463244,0.07719846920346668,0.13336029219269502,0.8369182736719302,0.8152309922140559,0.8045496314534873,0.0385506836895264,0.00274805532114886,-0.1381735723900152,1.0,-0.08674108173576962,-0.2124098122077814,0.8348550416301016,-0.30077817258843276,0.8317511926574376,-0.07611722763765352,0.0016864568513715273,0.8331519817985247,0.8214761080449171
NumSulfurs,-0.07569049764011068,0.004439240635270565,-0.07016679853523525,-0.0492794701553928,0.00949297655902511,-0.10103226084444934,-0.08756022807370159,0.10763482746832899,-0.06576669147967198,-0.09499163910304359,-0.15127931915621975,-0.13572728150880206,0.019029511975012636,-0.06930199989772166,-0.04876618624994639,-0.08674108173576962,1.0,-0.12424829228211269,-0.10629897648997642,-0.12066854570284075,-0.1174773493161629,-0.1958815035601965,0.08058195107607533,-0.11789371710110731,-0.10180620227533667
NumAmines,0.18583998854073347,-0.09558066229818633,0.18364427005841508,0.021449250897311554,0.3386125747146881,0.09303107682163882,0.0016350324106183505,-0.1012400149625426,0.060036472675024884,0.18042383265143905,0.22605246128169437,0.22855245276452404,0.264641724068646,0.4269956896341989,0.10694239043131361,-0.2124098122077814,-0.12424829228211269,1.0,0.1902849248056249,0.21428965854063606,0.21703918220096627,0.3273502876046015,-0.12184096064832924,0.20561952574455863,0.2114018159505059
LabuteASA,0.995809834627611,0.029952690498952373,0.7756222150956209,0.8999783125280802,0.3405292530405355,0.9312483866466204,-0.014287012232728585,0.03004281362193174,0.28730879551530975,0.9962380800904281,0.9759516635193367,0.974500551082216,0.3328676160249933,0.31808994811222385,-0.07161533645257354,0.8348550416301016,-0.10629897648997642,0.1902849248056249,1.0,-0.1781623960736675,0.9852124217246924,0.2484089701399466,0.0437981665159592,0.9965112897378745,0.9894586218106879
NumChargedAtoms,-0.1892718824609391,0.04218959891628478,-0.42122888786135426,-0.41980592086315344,-0.48179871142154646,-0.20261047555954248,0.13244908152291743,-0.17683314914914042,-0.24023878927542314,-0.23728739188215167,-0.22111118184659095,-0.23809797565116986,-0.4958875604901197,0.007106711219286113,0.40413337184023457,-0.30077817258843276,-0.12066854570284075,0.21428965854063606,-0.1781623960736675,1.0,-0.23988090321070837,0.1711436351119797,-0.509560404192464,-0.14946570212564764,-0.2068522381470805
MolMR,0.9738587414352207,0.11040823179138305,0.7490696477077832,0.8796208280413009,0.3360741018680055,0.9455926548549917,0.016397513744693053,0.022659751998721337,0.275820210923757,0.9817859503970632,0.9959789030565684,0.988916994492098,0.32699791462494404,0.282575621053062,-0.12754375569817172,0.8317511926574376,-0.1174773493161629,0.21703918220096627,0.9852124217246924,-0.23988090321070837,1.0,0.27674966424934305,0.021070940927454804,0.9904550453387456,0.9963400853001042
