Dim1,Dim2,ID,Label
9.346807,-7.8239293,1,0
7.709343,4.730937,2,1
8.797015,6.136028,3,1
8.326479,5.5359173,4,1
9.411334,6.886337,5,1
-1.671563,-7.829622,6,2
-0.89560246,-7.0322847,7,2
-0.83298355,-6.968191,8,2
-0.94735956,-7.07928,9,2
10.381832,8.053016,10,1
8.808482,6.145091,11,1
-13.5461235,-5.4873824,12,3
-13.67763,-5.701967,13,3
-13.607588,-5.5722847,14,3
-13.69218,-5.7067256,15,3
0.751521,7.3102283,16,4
0.715111,7.329328,17,4
0.74274087,7.316868,18,4
8.767872,6.1013284,19,1
0.6762707,7.3540893,20,4
-12.895259,-4.400099,21,3
-12.885734,-4.426932,22,3
-12.8815,-4.426496,23,3
-11.221522,0.50409,24,3
-11.139561,0.7619549,25,3
-10.713513,2.0816727,26,3
-10.342869,3.2121394,27,3
-10.211718,3.6143754,28,3
0.92789,7.2151537,29,4
8.767464,6.0930943,30,1
0.62031585,7.382383,31,4
9.907635,-9.369841,32,0
9.952446,-9.508624,33,0
9.825793,-9.141074,34,0
9.880481,-9.30026,35,0
9.927998,-9.432656,36,0
-11.221515,-2.8520703,37,3
-11.282283,0.2726735,38,3
-11.868102,-2.8778355,39,3
-11.739184,-2.5700908,40,3
-12.589055,-3.9840302,41,3
-11.766601,-2.9001281,42,3
-11.333956,-0.008938609,43,3
-10.488813,2.764407,44,3
-10.327923,3.2547233,45,3
-10.164017,3.7411993,46,3
-13.1039095,-4.762943,47,3
-11.502091,-0.8074683,48,3
-10.886914,1.5211028,49,3
-10.179156,3.7172055,50,3
0.7537352,7.301353,51,4
0.7864624,7.28568,52,4
-0.8875548,-7.08775,53,2
-2.3672926,-8.543133,54,2
-10.24521,3.5130937,55,3
-10.192117,3.6712458,56,3
-11.076969,0.9677692,57,3
9.42029,-8.020277,58,0
9.433571,-8.026448,59,0
-2.388249,-8.573351,60,2
-0.09903051,-6.354762,61,2
9.932427,-9.444574,62,0
-2.4437149,-8.633873,63,2
9.394482,-7.93573,64,0
-2.3235352,-8.488784,65,2
9.992125,7.579177,66,1
-2.401143,-8.584585,67,2
-2.4864523,-8.674279,68,2
-13.256095,-5.0202055,69,3
-11.318137,0.22647873,70,3
8.908736,6.28834,71,1
10.381512,8.050817,72,1
10.157582,7.7809024,73,1
8.730306,6.0378566,74,1
10.393618,8.073046,75,1
-2.517078,-8.744163,76,2
-11.257112,0.3617037,77,3
0.2645201,-5.9788227,78,2
-0.2284965,-6.4257083,79,2
0.22907424,-6.025394,80,2
0.29918656,-5.9751663,81,2
0.30828553,-5.967149,82,2
0.13488288,-6.1027966,83,2
0.076428644,-6.140674,84,2
-0.21904796,-6.4181247,85,2
6.618778,-0.7249728,86,1
6.770945,0.17736845,87,1
6.837906,0.6450276,88,1
6.797158,0.36464354,89,1
6.8092403,0.40214193,90,1
6.857269,0.77548903,91,1
6.866998,0.84595263,92,1
7.1172104,2.5437825,93,1
7.3527994,3.9274774,94,1
7.4339185,4.2011056,95,1
7.5785646,4.494189,96,1
7.6200957,4.5100484,97,1
8.624263,5.917733,98,1
10.316663,7.9772606,99,1
7.6506166,4.5821347,100,1
6.7974153,0.378925,101,1
9.344839,-7.7579584,102,0
-11.897506,-3.114192,103,3
10.354452,8.022233,104,1
