TARGET,MW,LogP,TPSA,HBA,HBD,RotBonds,NumAromRings,FractionCSP3,NumRings,HeavyAtomCount,CarbonCount,AliphaticCarbonCount,NumOH,NumCarbonyls,NumCarboxyls,NumEthers,NumSulfurs,NumAmines,LabuteASA,NumChargedAtoms,MolMR,LongestAliphaticChain,PolarRatio,Chi0v,Chi1v,Index
-2.420216403,866.6555243,1.3166,266.98,14,12,43,0,0.954545455,0,60,44,44,10,2,0,0,0,4,361.3165354,0,234.0474,12,4.449666667,37.42927888,23.51882873,152
-2.283996656,926.6766537,0.0384,307.44,16,14,45,0,0.956521739,0,64,46,46,12,2,0,0,0,4,383.6348871,0,246.061,12,4.80375,39.47840661,24.70189318,153
-2.051098239,1190.761171,-3.035,425.28,24,18,49,0,0.964285714,2,82,56,56,16,2,0,4,0,4,484.9037619,0,299.3142,12,5.186341463,48.93326987,30.55286115,154
-0.508638306,525.3149113,-1.7164,209.4,11,9,19,0,0.958333333,1,36,24,24,8,1,0,2,0,1,212.4194333,0,128.6001,12,5.816666667,21.19099421,13.07774728,155
-0.410050399,435.3559883,3.2625,89.41,7,3,25,0,1.0,0,30,23,23,2,0,0,4,0,1,184.3604882,0,120.8103,12,2.980333333,19.61714973,12.09087377,156
-0.219682688,511.3356468,-1.243,192.33,11,9,20,0,1.0,1,35,24,24,8,0,0,2,0,1,208.2579112,0,128.4601,12,5.495142857,20.9898527,13.0899003,157
-0.469800302,421.3403382,2.874,89.41,7,3,25,0,1.0,0,29,22,22,2,0,0,4,0,1,177.995546,0,116.2153,12,3.083103448,18.74690625,11.65331671,158
-0.72010502,348.2511889,1.7238,99.38,6,4,13,0,1.0,1,24,18,18,4,0,0,2,0,0,145.3414613,0,91.5632,12,4.140833333,14.97738368,9.535294756,159
-0.688246139,510.3040123,-0.452,178.53,11,7,16,0,1.0,2,35,24,24,7,0,0,4,0,0,207.1350745,0,124.1966,12,5.100857143,20.72937918,13.05231097,160
-1.494850022,416.2774036,1.7438,108.61,7,4,15,0,0.909090909,1,29,22,22,4,0,0,3,0,0,174.9140004,0,110.1582,12,3.745172414,17.79984554,11.0646958,161
-1.638272164,420.3087037,2.5206,108.61,7,4,18,0,1.0,1,29,22,22,4,0,0,3,0,0,175.914775,0,111.6162,12,3.745172414,18.2140591,11.60758902,162
-1.480828536,274.2507949,3.9328,38.69,3,1,16,0,1.0,0,19,16,16,1,0,0,2,0,0,119.234707,0,80.5678,12,2.036315789,12.87031189,8.178035086,163
-1.281913705,318.2770097,3.9494,47.92,4,1,19,0,1.0,0,22,18,18,1,0,0,3,0,0,137.0781364,0,91.3868,12,2.178181818,14.69277375,9.255385355,164
-1.191789027,362.3032244,3.966,57.15,5,1,22,0,1.0,0,25,20,20,1,0,0,4,0,0,154.9215659,0,102.2058,12,2.286,16.5152356,10.33273562,165
-1.191789027,406.3294392,3.9826,66.38,6,1,25,0,1.0,0,28,22,22,1,0,0,5,0,0,172.7649953,0,113.0248,12,2.370714286,18.33769745,11.41008589,166
-1.060231224,450.3556539,3.9992,75.61,7,1,28,0,1.0,0,31,24,24,1,0,0,6,0,0,190.6084248,0,123.8438,12,2.439032258,20.16015931,12.48743616,167
-1.088043811,494.3818687,4.0158,84.84,8,1,31,0,1.0,0,34,26,26,1,0,0,7,0,0,208.4518542,0,134.6628,12,2.495294118,21.98262116,13.56478643,168
-0.962573502,538.4080834,4.0324,94.07,9,1,34,0,1.0,0,37,28,28,1,0,0,8,0,0,226.2952837,0,145.4818,12,2.542432432,23.80508301,14.6421367,169
-1.0,582.4342982,4.049,103.3,10,1,37,0,1.0,0,40,30,30,1,0,0,9,0,0,244.1387132,0,156.3008,12,2.5825,25.62754486,15.71948697,170
-0.850780887,714.5129424,4.0988,130.99,13,1,46,0,1.0,0,49,36,36,1,0,0,12,0,0,297.6690015,0,188.7578,12,2.673265306,31.09493042,18.95153778,171
-0.698970004,348.2511889,1.7238,99.38,6,4,13,0,1.0,1,24,18,18,4,0,0,2,0,0,145.3414613,0,91.5632,12,4.140833333,14.97738368,9.535294756,172
-1.300162274,348.2511889,1.7238,99.38,6,4,13,0,1.0,1,24,18,18,4,0,0,2,0,0,145.3414613,0,91.5632,12,4.140833333,14.97738368,9.535294756,173
0.491361694,440.2774036,3.165,108.61,7,4,15,1,0.75,2,31,24,18,4,0,0,3,0,0,185.5121007,0,118.1762,12,3.503548387,18.69503305,11.75985425,174
-0.519993057,216.2089301,3.5261,29.46,2,1,12,0,1.0,0,15,13,13,1,0,0,1,0,0,95.02633538,0,65.1318,11,1.964,10.34074326,6.600684816,175
-0.522878745,524.3924334,3.6423,94.07,9,1,33,0,1.0,0,36,27,27,1,0,0,8,0,0,219.9303416,0,140.8648,11,2.613055556,23.09797623,14.1421367,176
-0.522878745,306.2406242,1.6088,90.15,5,4,15,0,1.0,0,21,16,16,4,0,0,1,0,0,128.503863,0,83.1522,11,4.292857143,13.41443485,8.358444733,177
0.107209969,349.2464378,0.0214,121.46,6,5,14,0,0.941176471,0,24,17,17,5,1,0,0,0,1,144.4708494,0,91.36,10,5.060833333,14.97199875,8.944225836,178
0.381285373,511.2992613,-2.1544,200.61,11,8,17,0,0.956521739,1,35,23,23,8,1,0,2,0,1,206.2644626,0,123.9934,10,5.731714286,20.72399425,12.46124205,179
0.107027631,497.2836112,-2.4966,209.4,11,9,17,0,0.954545455,1,34,22,22,8,1,0,2,0,1,199.689549,0,119.3661,10,6.158823529,19.77678065,12.07774728,180
0.321184027,320.2198887,0.9436,99.38,6,4,11,0,1.0,1,22,16,16,4,0,0,2,0,0,132.6115771,0,82.3292,10,4.517272727,13.56317012,8.535294756,181
0.301029996,482.2727122,-1.2322,178.53,11,7,14,0,1.0,2,33,22,22,7,0,0,4,0,0,194.4051903,0,114.9626,10,5.41,19.31516562,12.05231097,182
0.342422681,320.2198887,0.9436,99.38,6,4,11,0,1.0,1,22,16,16,4,0,0,2,0,0,132.6115771,0,82.3292,10,4.517272727,13.56317012,8.535294756,183
0.301029996,482.2727122,-1.2322,178.53,11,7,14,0,1.0,2,33,22,22,7,0,0,4,0,0,194.4051903,0,114.9626,10,5.41,19.31516562,12.05231097,184
-0.220764369,290.2457096,3.1692,47.92,4,1,17,0,1.0,0,20,16,16,1,0,0,3,0,0,124.3482522,0,82.1528,10,2.396,13.27856018,8.255385355,185
-0.168770306,334.2719243,3.1858,57.15,5,1,20,0,1.0,0,23,18,18,1,0,0,4,0,0,142.1916816,0,92.9718,10,2.484782609,15.10102204,9.332735624,186
-0.091514981,378.2981391,3.2024,66.38,6,1,23,0,1.0,0,26,20,20,1,0,0,5,0,0,160.0351111,0,103.7908,10,2.553076923,16.92348389,10.41008589,187
-0.04793441,422.3243538,3.219,75.61,7,1,26,0,1.0,0,29,22,22,1,0,0,6,0,0,177.8785406,0,114.6098,10,2.607241379,18.74594574,11.48743616,188
0.0,510.3767833,3.2522,94.07,9,1,32,0,1.0,0,35,26,26,1,0,0,8,0,0,213.5653995,0,136.2478,10,2.687714286,22.39086945,13.6421367,189
0.112269768,554.4029981,3.2688,103.3,10,1,35,0,1.0,0,38,28,28,1,0,0,9,0,0,231.4088289,0,147.0668,10,2.718421053,24.2133313,14.71948697,190
-0.092051478,292.2249741,1.2187,90.15,5,4,14,0,1.0,0,20,15,15,4,0,0,1,0,0,122.1389209,0,78.5352,10,4.5075,12.70732807,7.858444733,191
0.699837726,465.366553,3.7199,67.85,8,0,28,0,1.0,0,32,24,24,0,0,0,6,0,1,196.6416084,0,127.163,10,2.1203125,21.15419403,12.51405956,192
0.810232518,553.4189825,3.7531,86.31,10,0,34,0,1.0,0,38,28,28,0,0,0,8,0,1,232.3284674,0,148.801,10,2.271315789,24.79911774,14.6687601,193
-0.100179498,320.2198887,0.9436,99.38,6,4,11,0,1.0,1,22,16,16,4,0,0,2,0,0,132.6115771,0,82.3292,10,4.517272727,13.56317012,8.535294756,194
-0.600326279,320.2198887,0.9436,99.38,6,4,11,0,1.0,1,22,16,16,4,0,0,2,0,0,132.6115771,0,82.3292,10,4.517272727,13.56317012,8.535294756,195
0.204119983,234.1653511,2.8681,37.3,2,1,11,0,1.0,0,15,12,12,1,0,0,0,0,0,96.92210224,0,67.5722,10,2.486666667,10.85838135,7.755385355,196
-1.48148606,290.1551803,2.465,66.76,5,2,10,0,0.928571429,1,19,14,14,2,1,0,1,1,0,119.4643122,0,76.9616,10,3.513684211,12.53168048,8.395929098,197
-0.397940009,308.2021305,1.9353,80.92,5,4,14,0,1.0,0,20,15,15,4,0,0,0,1,0,127.1484857,0,85.0412,10,4.046,13.52382465,9.013145272,198
0.82314806,305.2202231,0.5199,105.17,6,4,10,0,1.0,1,21,15,15,3,0,0,2,0,1,126.7922919,0,79.6808,9,5.008095238,12.98620001,8.1104292,199
0.838849091,306.2042387,0.5535,99.38,6,4,10,0,1.0,1,21,15,15,4,0,0,2,0,0,126.2466349,0,77.7122,9,4.732380952,12.85606334,8.035294756,200
0.812913357,306.2042387,0.5535,99.38,6,4,10,0,1.0,1,21,15,15,4,0,0,2,0,0,126.2466349,0,77.7122,9,4.732380952,12.85606334,8.035294756,201
0.311753861,278.2093241,0.8286,90.15,5,4,13,0,1.0,0,19,14,14,4,0,0,1,0,0,115.7739788,0,73.9182,9,4.744736842,12.00022129,7.358444733,202
0.322219295,278.2093241,0.8286,90.15,5,4,13,0,1.0,0,19,14,14,4,0,0,1,0,0,115.7739788,0,73.9182,9,4.744736842,12.00022129,7.358444733,203
-1.173925197,754.5303238,-1.8042,266.98,14,12,35,0,0.944444444,0,52,36,36,10,2,0,0,0,4,310.3969985,0,197.1114,8,5.134230769,31.77242463,19.51882873,204
-0.886056648,1078.635971,-6.1558,425.28,24,18,41,0,0.958333333,2,74,48,48,16,2,0,4,0,4,433.984225,0,262.3782,8,5.747027027,43.27641562,26.55286115,205
0.755874856,469.2523111,-3.2768,209.4,11,9,15,0,0.95,1,32,20,20,8,1,0,2,0,1,186.9596648,0,110.1321,8,6.54375,18.36256709,11.07774728,206
0.763427994,204.1725446,1.7167,49.69,3,2,10,0,1.0,0,14,11,11,2,0,0,1,0,0,87.09068491,0,57.2876,8,3.549285714,9.243986781,5.680436289,207
1.381115081,291.204573,0.1298,105.17,6,4,9,0,1.0,1,20,14,14,3,0,0,2,0,1,120.4273498,0,75.0638,8,5.2585,12.27909323,7.6104292,208
1.39880773,292.1885886,0.1634,99.38,6,4,9,0,1.0,1,20,14,14,4,0,0,2,0,0,119.8816928,0,73.0952,8,4.969,12.14895656,7.535294756,209
1.397940009,292.1885886,0.1634,99.38,6,4,9,0,1.0,1,20,14,14,4,0,0,2,0,0,119.8816928,0,73.0952,8,4.969,12.14895656,7.535294756,210
-1.22184875,360.2148034,0.1834,108.61,7,4,11,0,0.888888889,1,25,18,18,4,0,0,3,0,0,149.4542319,0,91.6902,8,4.3444,14.97141841,9.064695804,211
0.813247301,264.193674,0.4385,90.15,5,4,12,0,1.0,0,18,13,13,4,0,0,1,0,0,109.4090366,0,69.3012,8,5.008333333,11.29311451,6.858444733,212
0.761551989,204.1725446,1.7167,49.69,3,2,10,0,1.0,0,14,11,11,2,0,0,1,0,0,87.09068491,0,57.2876,8,3.549285714,9.243986781,5.675380287,213
1.079181246,292.1885886,0.1634,99.38,6,4,9,0,1.0,1,20,14,14,4,0,0,2,0,0,119.8816928,0,73.0952,8,4.969,12.14895656,7.530238754,214
-0.522878745,364.2461035,0.9602,108.61,7,4,14,0,1.0,1,25,18,18,4,0,0,3,0,0,150.4550065,0,93.1482,8,4.3444,15.38563197,9.607589023,215
0.69019608,174.1619799,2.3558,29.46,2,1,9,0,1.0,0,12,10,10,1,0,0,1,0,0,75.93150904,0,51.2808,8,2.455,8.219422917,5.100684816,216
0.872447648,262.2144094,2.389,47.92,4,1,15,0,1.0,0,18,14,14,1,0,0,3,0,0,111.618368,0,72.9188,8,2.662222222,11.86434662,7.255385355,217
0.903089987,306.2406242,2.4056,57.15,5,1,18,0,1.0,0,21,16,16,1,0,0,4,0,0,129.4617974,0,83.7378,8,2.721428571,13.68680848,8.332735624,218
0.959041392,350.2668389,2.4222,66.38,6,1,21,0,1.0,0,24,18,18,1,0,0,5,0,0,147.3052269,0,94.5568,8,2.765833333,15.50927033,9.410085893,219
0.997823081,394.2930537,2.4388,75.61,7,1,24,0,1.0,0,27,20,20,1,0,0,6,0,0,165.1486563,0,105.3758,8,2.80037037,17.33173218,10.48743616,220
1.113943352,482.3454832,2.472,94.07,9,1,30,0,1.0,0,33,24,24,1,0,0,8,0,0,200.8355152,0,127.0138,8,2.850606061,20.97665589,12.6421367,221
1.11058971,526.3716979,2.4886,103.3,10,1,33,0,1.0,0,36,26,26,1,0,0,9,0,0,218.6789447,0,137.8328,8,2.869444444,22.79911774,13.71948697,222
0.826074803,264.193674,0.4385,90.15,5,4,12,0,1.0,0,18,13,13,4,0,0,1,0,0,109.4090366,0,69.3012,8,5.008333333,11.29311451,6.858444733,223
1.301029996,292.1885886,0.1634,99.38,6,4,9,0,1.0,1,20,14,14,4,0,0,2,0,0,119.8816928,0,73.0952,8,4.969,12.14895656,7.535294756,224
1.198657087,292.1885886,0.1634,99.38,6,4,9,0,1.0,1,20,14,14,4,0,0,2,0,0,119.8816928,0,73.0952,8,4.969,12.14895656,7.535294756,225
0.800029359,292.1885886,0.1634,99.38,6,4,9,0,1.0,1,20,14,14,4,0,0,2,0,0,119.8816928,0,73.0952,8,4.969,12.14895656,7.535294756,226
1.301029996,234.1653511,2.8681,37.3,2,1,11,0,1.0,0,15,12,12,1,0,0,0,0,0,96.92210224,0,67.5722,8,2.486666667,10.85838135,7.755385355,227
1.301029996,220.149701,2.478,37.3,2,1,10,0,1.0,0,14,11,11,1,0,0,0,0,0,90.55716013,0,62.9552,8,2.664285714,10.15127457,7.255385355,228
1.361727836,206.1340509,2.0879,37.3,2,1,9,0,1.0,0,13,10,10,1,0,0,0,0,0,84.19221801,0,58.3382,8,2.869230769,9.444167788,6.755385355,229
1.361727836,176.1234863,2.7254,17.07,1,0,7,0,1.0,0,11,9,9,0,0,0,0,0,0,73.03304215,0,52.3094,8,1.551818182,8.58274063,6.297877056,230
-0.318758763,262.1238802,1.6848,66.76,5,2,8,0,0.916666667,1,17,12,12,2,1,0,1,1,0,106.734428,0,67.7276,8,3.927058824,11.11746692,7.395929098,231
0.929418926,308.165745,0.88,90.15,6,4,9,0,1.0,1,20,14,14,4,0,0,1,1,0,124.8912576,0,79.6012,8,4.5075,12.96545314,8.584049546,232
0.92890769,308.165745,0.88,90.15,6,4,9,0,1.0,1,20,14,14,4,0,0,1,1,0,124.8912576,0,79.6012,8,4.5075,12.96545314,8.584049546,233
0.079181246,280.1708304,1.1551,80.92,5,4,12,0,1.0,0,18,13,13,4,0,0,0,1,0,114.4186014,0,75.8072,8,4.495555556,12.10961109,8.013145272,234
-1.305394801,250.1932801,3.9607,29.46,2,1,10,1,0.625,1,18,16,10,1,0,0,1,0,0,110.9886032,0,76.1028,8,1.636666667,11.52882399,7.191054423,235
-1.11577123,294.2194948,3.9773,38.69,3,1,13,1,0.666666667,1,21,18,12,1,0,0,2,0,0,128.8320327,0,86.9218,8,1.842380952,13.35128585,8.268404692,236
-1.01278077,338.2457096,3.9939,47.92,4,1,16,1,0.7,1,24,20,14,1,0,0,3,0,0,146.6754622,0,97.7408,8,1.996666667,15.1737477,9.345754961,237
-0.886056648,382.2719243,4.0105,57.15,5,1,19,1,0.727272727,1,27,22,16,1,0,0,4,0,0,164.5188916,0,108.5598,8,2.116666667,16.99620955,10.42310523,238
-0.823908741,426.2981391,4.0271,66.38,6,1,22,1,0.75,1,30,24,18,1,0,0,5,0,0,182.3623211,0,119.3788,8,2.212666667,18.8186714,11.5004555,239
-0.677780705,470.3243538,4.0437,75.61,7,1,25,1,0.769230769,1,33,26,20,1,0,0,6,0,0,200.2057505,0,130.1978,8,2.291212121,20.64113326,12.57780577,240
-0.602059991,514.3505686,4.0603,84.84,8,1,28,1,0.785714286,1,36,28,22,1,0,0,7,0,0,218.04918,0,141.0168,8,2.356666667,22.46359511,13.65515604,241
-0.552841969,558.3767833,4.0769,94.07,9,1,31,1,0.8,1,39,30,24,1,0,0,8,0,0,235.8926095,0,151.8358,8,2.412051282,24.28605696,14.73250631,242
-0.522878745,602.4029981,4.0935,103.3,10,1,34,1,0.8125,1,42,32,26,1,0,0,9,0,0,253.7360389,0,162.6548,8,2.45952381,26.10851882,15.80985658,243
-0.48148606,646.4292128,4.1101,112.53,11,1,37,1,0.823529412,1,45,34,28,1,0,0,10,0,0,271.5794684,0,173.4738,8,2.500666667,27.93098067,16.88720685,244
-1.30980392,250.1932801,3.9607,29.46,2,1,10,1,0.625,1,18,16,10,1,0,0,1,0,0,110.9886032,0,76.1028,8,1.636666667,11.52882399,7.191054423,245
-1.119758224,294.2194948,3.9773,38.69,3,1,13,1,0.666666667,1,21,18,12,1,0,0,2,0,0,128.8320327,0,86.9218,8,1.842380952,13.35128585,8.268404692,246
-1.010105436,338.2457096,3.9939,47.92,4,1,16,1,0.7,1,24,20,14,1,0,0,3,0,0,146.6754622,0,97.7408,8,1.996666667,15.1737477,9.345754961,247
-0.88941029,382.2719243,4.0105,57.15,5,1,19,1,0.727272727,1,27,22,16,1,0,0,4,0,0,164.5188916,0,108.5598,8,2.116666667,16.99620955,10.42310523,248
-0.821023053,426.2981391,4.0271,66.38,6,1,22,1,0.75,1,30,24,18,1,0,0,5,0,0,182.3623211,0,119.3788,8,2.212666667,18.8186714,11.5004555,249
-0.679853714,470.3243538,4.0437,75.61,7,1,25,1,0.769230769,1,33,26,20,1,0,0,6,0,0,200.2057505,0,130.1978,8,2.291212121,20.64113326,12.57780577,250
-0.600326279,514.3505686,4.0603,84.84,8,1,28,1,0.785714286,1,36,28,22,1,0,0,7,0,0,218.04918,0,141.0168,8,2.356666667,22.46359511,13.65515604,251
-0.549750892,558.3767833,4.0769,94.07,9,1,31,1,0.8,1,39,30,24,1,0,0,8,0,0,235.8926095,0,151.8358,8,2.412051282,24.28605696,14.73250631,252
-0.519993057,602.4029981,4.0935,103.3,10,1,34,1,0.8125,1,42,32,26,1,0,0,9,0,0,253.7360389,0,162.6548,8,2.45952381,26.10851882,15.80985658,253
-0.480172006,646.4292128,4.1101,112.53,11,1,37,1,0.823529412,1,45,34,28,1,0,0,10,0,0,271.5794684,0,173.4738,8,2.500666667,27.93098067,16.88720685,254
0.982271233,250.1780239,0.0484,90.15,5,4,11,0,1.0,0,17,12,12,4,0,0,1,0,0,103.0440945,0,64.6842,7,5.302941176,10.58600773,6.358444733,255
0.963787827,250.1780239,0.0484,90.15,5,4,11,0,1.0,0,17,12,12,4,0,0,1,0,0,103.0440945,0,64.6842,7,5.302941176,10.58600773,6.358444733,256
1.919078092,441.2210109,-4.057,209.4,11,9,13,0,0.944444444,1,30,18,18,8,1,0,2,0,1,174.2297806,0,100.8981,6,6.98,16.94835353,10.07774728,257
0.986771734,236.1623739,-0.3417,90.15,5,4,10,0,1.0,0,16,11,11,4,0,0,1,0,0,96.67915241,0,60.0672,6,5.634375,9.878900948,5.858444733,258
2.0,234.1831093,1.6088,47.92,4,1,13,0,1.0,0,16,12,12,1,0,0,3,0,0,98.88848373,0,63.6848,6,2.995,10.45013306,6.255385355,259
2.025305865,278.2093241,1.6254,57.15,5,1,16,0,1.0,0,19,14,14,1,0,0,4,0,0,116.7319132,0,74.5038,6,3.007894737,12.27259491,7.332735624,260
2.053078443,322.2355388,1.642,66.38,6,1,19,0,1.0,0,22,16,16,1,0,0,5,0,0,134.5753426,0,85.3228,6,3.017272727,14.09505677,8.410085893,261
1.840106094,366.2617536,1.6586,75.61,7,1,22,0,1.0,0,25,18,18,1,0,0,6,0,0,152.4187721,0,96.1418,6,3.0244,15.91751862,9.487436162,262
0.973127854,236.1623739,-0.3417,90.15,5,4,10,0,1.0,0,16,11,11,4,0,0,1,0,0,96.67915241,0,60.0672,6,5.634375,9.878900948,5.858444733,263
2.255272505,220.149701,2.478,37.3,2,1,10,0,1.0,0,14,11,11,1,0,0,0,0,0,90.55716013,0,62.9552,6,2.664285714,10.15127457,7.255385355,264
2.322219295,206.1340509,2.0879,37.3,2,1,9,0,1.0,0,13,10,10,1,0,0,0,0,0,84.19221801,0,58.3382,6,2.869230769,9.444167788,6.755385355,265
2.397940009,192.1184009,1.6978,37.3,2,1,8,0,1.0,0,12,9,9,1,0,0,0,0,0,77.8272759,0,53.7212,6,3.108333333,8.737061007,6.255385355,266
2.397940009,178.1027508,1.3077,37.3,2,1,7,0,1.0,0,11,8,8,1,0,0,0,0,0,71.46233378,0,49.1042,6,3.390909091,8.029954226,5.755385355,267
0.826074803,234.0925801,0.9046,66.76,5,2,6,0,0.9,1,15,10,10,2,1,0,1,1,0,94.00454376,0,58.4936,6,4.450666667,9.703253357,6.395929098,268
1.079181246,252.1395302,0.3749,80.92,5,4,10,0,1.0,0,16,11,11,4,0,0,0,1,0,101.6887172,0,66.5732,6,5.0575,10.69539753,7.013145272,269
1.204119983,252.1395302,0.3749,80.92,5,4,10,0,1.0,0,16,11,11,4,0,0,0,1,0,101.6887172,0,66.5732,6,5.0575,10.69539753,7.013145272,270
1.589949602,222.1467238,-0.7318,90.15,5,4,9,0,1.0,0,15,10,10,4,0,0,1,0,0,90.3142103,0,55.4502,5,6.01,9.171794167,5.358444733,271
1.579783597,222.1467238,-0.7318,90.15,5,4,9,0,1.0,0,15,10,10,4,0,0,1,0,0,90.3142103,0,55.4502,5,6.01,9.171794167,5.358444733,272
1.662757832,238.1238802,-0.0152,80.92,5,4,9,0,1.0,0,15,10,10,4,0,0,0,1,0,95.32377509,0,61.9562,5,5.394666667,9.988290748,6.513145272,273
1.662757832,238.1238802,-0.0152,80.92,5,4,9,0,1.0,0,15,10,10,4,0,0,0,1,0,95.32377509,0,61.9562,5,5.394666667,9.988290748,6.513145272,274
1.782114148,208.1310737,-1.1219,90.15,5,4,8,0,1.0,0,14,9,9,4,0,0,1,0,0,83.94926818,0,50.8332,5,6.439285714,8.464687386,4.858444733,275
2.989894564,118.0993797,0.7954,29.46,2,1,5,0,1.0,0,8,6,6,1,0,0,1,0,0,50.47174058,0,32.8128,4,3.6825,5.390995792,3.100684816,276
2.889861721,338.2304534,0.8784,75.61,7,1,20,0,1.0,0,23,16,16,1,0,0,6,0,0,139.6888879,0,86.9078,4,3.287391304,14.50330506,8.487436162,277
1.762678564,208.1310737,-1.1219,90.15,5,4,8,0,1.0,0,14,9,9,4,0,0,1,0,0,83.94926818,0,50.8332,5,6.439285714,8.464687386,4.858444733,278
2.255272505,224.1082301,-0.4053,80.92,5,4,8,0,1.0,0,14,9,9,4,0,0,0,1,0,88.95883298,0,57.3392,5,5.78,9.281183967,6.013145272,279
2.255272505,224.1082301,-0.4053,80.92,5,4,8,0,1.0,0,14,9,9,4,0,0,0,1,0,88.95883298,0,57.3392,5,5.78,9.281183967,6.013145272,280
0.681241237,732.200156,4.957,84.84,9,1,30,0,1.0,0,46,24,24,1,0,0,7,1,0,259.9970403,0,135.5508,8,1.844347826,25.17115671,14.65005292,281
0.568201724,644.1477265,4.9238,66.38,7,1,24,0,1.0,0,40,20,20,1,0,0,5,1,0,224.3101814,0,113.9128,8,1.6595,21.526233,12.49535238,282
0.447158031,556.095297,4.8906,47.92,5,1,18,0,1.0,0,34,16,16,1,0,0,3,1,0,188.6233224,0,92.2748,8,1.409411765,17.8813093,10.34065185,283
0.397940009,512.0690823,4.874,38.69,4,1,15,0,1.0,0,31,14,14,1,0,0,2,1,0,170.779893,0,81.4558,8,1.248064516,16.05884745,9.263301577,284
-0.250263684,508.2883622,-0.8421,178.53,11,7,12,0,1.0,3,35,24,24,7,0,0,4,0,0,206.1292434,0,122.0126,12,5.100857143,20.30672945,13.06994906,285
