Dim1,Dim2,ID,Label
1.0946052,-10.30175,1,0
9.080528,-0.26005575,2,1
9.229293,1.9612279,3,1
9.145125,1.3348753,4,1
9.389859,2.7063878,5,1
0.7514418,9.740927,6,2
0.44248423,9.074138,7,2
0.42350945,8.956645,8,2
0.4459559,9.014795,9,2
9.67445,3.9654624,10,1
9.061489,2.2978148,11,1
-10.663731,-6.0578494,12,3
-10.620149,-6.2570868,13,3
-10.686755,-5.960769,14,3
-10.650255,-6.079535,15,3
9.472447,-3.1875577,16,1
9.504489,-3.3961153,17,1
9.4860115,-3.2468112,18,1
9.2346115,2.1831555,19,1
9.504299,-3.3803623,20,1
-11.052444,-4.412121,21,3
-11.020745,-4.663219,22,3
-11.055603,-4.475579,23,3
-10.759603,-0.5161211,24,3
-10.726747,-0.20648885,25,3
-10.571539,0.9289961,26,3
-10.440367,1.9065574,27,3
-10.359957,2.510821,28,3
9.3475275,-2.5555263,29,1
9.259663,1.8548623,30,1
9.562902,-3.5919833,31,1
0.20063576,-11.789098,32,0
0.092936575,-11.972969,33,0
0.28098443,-11.654996,34,0
0.32251096,-11.587599,35,0
0.121797465,-11.922477,36,0
-12.268969,-2.7596645,37,3
-10.784587,-0.58390826,38,3
-11.26153,-3.3107197,39,3
-11.061603,-2.9236712,40,3
-11.155396,-4.0997996,41,3
-11.297352,-3.190679,42,3
-10.910235,-1.3172133,43,3
-10.519662,1.3326672,44,3
-10.409469,2.1202297,45,3
-10.344991,2.6185188,46,3
-10.955131,-4.8190546,47,3
-11.005097,-1.8594335,48,3
-10.671595,0.32124212,49,3
-10.318,2.8027153,50,3
9.435421,-3.0347733,51,1
9.4469385,-3.0332496,52,1
0.66515267,9.781781,53,2
1.3516718,10.917554,54,2
-10.371238,2.402845,55,3
-10.350832,2.5801113,56,3
-10.731932,-0.2779976,57,3
0.87324345,-10.669431,58,0
0.9684776,-10.509313,59,0
1.3430059,10.889149,60,2
-0.98164594,7.6375284,61,2
0.20470677,-11.782845,62,0
1.372218,10.941864,63,2
0.9362201,-10.555429,64,0
1.3878428,10.960884,65,2
9.3855505,3.1705487,66,1
1.3750582,10.964541,67,2
1.4128236,11.0402975,68,2
-10.857281,-5.249423,69,3
-10.758173,-0.5169058,70,3
9.173264,2.0582802,71,1
9.681072,4.2471666,72,1
9.562887,3.4993725,73,1
8.316731,4.00795,74,1
9.472094,4.475703,75,1
1.3411227,10.843976,76,2
-10.754292,-0.40990546,77,3
-0.8433941,7.6529484,78,2
-0.23873223,8.314998,79,2
-0.9594776,7.569656,80,2
-0.9444713,7.5974774,81,2
-0.9400641,7.5907974,82,2
-0.85732406,7.6459017,83,2
-0.6651652,7.8262286,84,2
-0.15835351,8.312286,85,2
1.9525588,-8.981847,86,0
3.2760532,-7.05486,87,0
3.4824612,-6.7911563,88,0
3.314762,-7.007714,89,0
3.421491,-6.867202,90,0
3.5013332,-6.761329,91,0
3.5911176,-6.655976,92,0
4.07903,-6.053739,93,0
9.007808,-0.8597542,94,1
9.051129,-0.81146127,95,1
9.074161,-0.17380334,96,1
9.073625,-0.25196344,97,1
9.185989,1.7314723,98,1
9.678161,4.088954,99,1
9.072898,-0.20292656,100,1
3.395968,-6.901317,101,0
1.1364918,-10.244624,102,0
-11.294613,-3.4487784,103,3
9.760458,4.11885,104,1
