TARGET
34
21
25
19
46
45
10
23
31
78
72
9
42
75
25
21
9
95
6
57
70
26
4
7
5
27
76
63
8
43
57
36
44
3
89
73
17
60
22
98
97
52
47
60
20
95
52
92
94
64
37
89
21
86
15
57
96
44
79
78
51
37
47
19
57
67
77
38
91
31
62
51
26
23
86
65
13
45
77
50
40
53
81
70
43
53
62
40
51
81
39
5
11
68
17
95
3
58
47
50
22
2
0
87
56
75
