Dim1,Dim2,ID,Label,Target
10.642716,7.483792,131,2,-2.289882635
-0.43680832,4.5558705,132,1,-0.698970004
10.271087,7.8938813,133,2,-2.490644359
10.062738,8.258726,134,2,-2.015472686
-0.09068585,2.1607742,135,1,-1.568636236
1.5386386,-2.0751061,136,1,-2.779891912
1.6515373,-1.603572,137,1,-2.769551079
1.7721124,-0.83233935,138,1,-2.678815973
1.8910539,0.43067402,139,1,-2.63921731
2.261709,0.7049897,140,1,-2.508638306
2.35032,0.7973336,141,1,-2.408935393
1.6632515,-1.6612389,142,1,-2.457797218
-0.7351595,3.8826122,143,1,-1.609781681
9.803526,8.773696,144,2,-1.443697499
1.0608093,-3.2438946,145,1,-2.0
1.6371363,-1.9868724,146,1,-2.04793441
0.5727251,-4.097949,147,1,-1.30980392
1.6364625,-2.1157146,148,1,-1.569441231
-1.2849253,4.445201,149,1,-0.8261012
9.702826,8.927046,150,2,-0.601028774
0.22675784,1.6821316,151,1,-0.530177984
14.6197405,4.609265,152,-1,-2.420216403
14.617524,4.6108966,153,-1,-2.283996656
14.588577,4.6244016,154,-1,-2.051098239
9.657399,8.990688,155,2,-0.508638306
0.19330713,1.7521285,156,1,-0.410050399
9.926674,8.785293,157,2,-0.219682688
0.10204513,1.720207,158,1,-0.469800302
-4.8983545,6.1006613,159,1,-0.72010502
11.828292,5.7396703,160,2,-0.688246139
-3.3886564,6.0565825,161,1,-1.494850022
-4.7317443,6.081547,162,1,-1.638272164
-1.2027575,-5.6253214,163,1,-1.480828536
-0.59357005,-5.260676,164,1,-1.281913705
0.12253419,-4.6153483,165,1,-1.191789027
0.38455534,-4.389784,166,1,-1.191789027
0.6444496,-4.0056114,167,1,-1.060231224
1.2391315,-3.2354906,168,1,-1.088043811
1.5638586,-2.6415956,169,1,-0.962573502
1.612134,-2.7037194,170,1,-1.0
1.745625,0.39243016,171,1,-0.850780887
-4.738911,6.226075,172,1,-0.698970004
-4.7713804,6.2855854,173,1,-1.300162274
0.5419223,-15.864958,174,0,0.491361694
-2.108219,-6.0065846,175,1,-0.519993057
1.4255847,-3.029665,176,1,-0.522878745
-9.772802,6.4959927,177,4,-0.522878745
-1.3066385,4.5980005,178,1,0.107209969
9.606111,9.065962,179,2,0.381285373
9.500131,9.138254,180,2,0.107027631
-3.2520359,8.26323,181,1,0.321184027
11.848526,5.7092547,182,2,0.301029996
-3.1877463,8.066615,183,1,0.342422681
11.864376,5.7149696,184,2,0.301029996
-0.62156785,-5.4028916,185,1,-0.220764369
-0.22732858,-5.063425,186,1,-0.168770306
0.11502778,-4.779229,187,1,-0.091514981
0.3942697,-4.4825883,188,1,-0.04793441
1.2831962,-3.3087397,189,1,0.0
1.5090877,-2.989814,190,1,0.112269768
-10.110433,6.582693,191,4,-0.092051478
0.358548,1.5918245,192,1,0.699837726
0.44768074,1.4903202,193,1,0.810232518
-3.256366,8.053497,194,1,-0.100179498
-3.1512148,8.116417,195,1,-0.600326279
-2.7611575,-6.258461,196,1,0.204119983
-11.329161,-12.366384,197,3,-1.48148606
-11.765099,-12.013779,198,3,-0.397940009
-1.7758831,4.6924906,199,1,0.82314806
-3.2168956,7.757637,200,1,0.838849091
-3.26468,7.7706666,201,1,0.812913357
-10.161043,6.593655,202,4,0.311753861
-10.244393,6.62554,203,4,0.322219295
14.617157,4.6065826,204,-1,-1.173925197
14.5954075,4.6201806,205,-1,-0.886056648
9.608923,9.185194,206,2,0.755874856
-2.7455156,-6.2774587,207,1,0.763427994
-1.7269205,4.9353747,208,1,1.381115081
-4.2420588,9.71431,209,1,1.39880773
-4.282132,9.755305,210,1,1.397940009
-2.6076279,6.1912837,211,1,-1.22184875
-10.455595,6.693016,212,4,0.813247301
-2.763505,-6.283091,213,1,0.761551989
-4.1831627,9.558565,214,1,1.079181246
-3.3194714,7.004748,215,1,-0.522878745
-2.9665763,-6.3475585,216,1,0.69019608
-0.83648646,-5.6306024,217,1,0.872447648
-0.45460287,-5.4853234,218,1,0.903089987
-0.15836787,-5.225059,219,1,0.959041392
0.122244485,-4.8972855,220,1,0.997823081
0.7867873,-4.050616,221,1,1.113943352
1.3195758,-3.3078785,222,1,1.11058971
-10.604113,6.7407293,223,4,0.826074803
-4.2614136,9.715738,224,1,1.301029996
-4.3057113,9.788678,225,1,1.198657087
-4.2588577,9.731609,226,1,0.800029359
-2.7868476,-6.2787,227,1,1.301029996
-2.9958107,-6.358477,228,1,1.301029996
-2.993937,-6.3633866,229,1,1.361727836
-2.788362,-6.2822475,230,1,1.361727836
-11.547229,-12.183888,231,3,-0.318758763
-11.668725,-12.080455,232,3,0.929418926
-11.645415,-12.100867,233,3,0.92890769
-12.219321,-11.666517,234,3,0.079181246
-0.81496924,-16.315653,235,0,-1.305394801
-0.6364402,-16.256443,236,0,-1.11577123
-0.4652168,-16.202745,237,0,-1.01278077
-0.145818,-16.095915,238,0,-0.886056648
0.34695804,-15.929375,239,0,-0.823908741
0.92575777,-15.728537,240,0,-0.677780705
1.3590626,-15.57948,241,0,-0.602059991
1.8433077,-15.412919,242,0,-0.552841969
1.9869667,-15.367133,243,0,-0.522878745
2.1016183,-15.33083,244,0,-0.48148606
-0.6927121,-16.274288,245,0,-1.30980392
-0.6576706,-16.26372,246,0,-1.119758224
-0.24401423,-16.12256,247,0,-1.010105436
-0.22570308,-16.124203,248,0,-0.88941029
0.33509597,-15.933164,249,0,-0.821023053
0.8672199,-15.750516,250,0,-0.679853714
1.1792701,-15.640093,251,0,-0.600326279
1.7507691,-15.44475,252,0,-0.549750892
2.0693803,-15.337919,253,0,-0.519993057
2.03161,-15.351798,254,0,-0.480172006
-11.143503,6.942905,255,4,0.982271233
-10.89808,6.847014,256,4,0.963787827
9.615717,9.240445,257,2,1.919078092
-11.8239975,7.1864834,258,4,0.986771734
-1.4218681,-5.8955746,259,1,2.0
-0.67190367,-5.67459,260,1,2.025305865
-0.3964396,-5.5782747,261,1,2.053078443
-0.22788537,-5.45049,262,1,1.840106094
-11.8441305,7.1943903,263,4,0.973127854
-3.2071085,-6.4343114,264,1,2.255272505
-3.0746105,-6.397284,265,1,2.322219295
-3.1207595,-6.4051623,266,1,2.397940009
-2.9956625,-6.3687644,267,1,2.397940009
-11.377442,-12.318768,268,3,0.826074803
-13.12532,-10.981469,269,3,1.079181246
-13.144452,-10.965252,270,3,1.204119983
-12.0854225,7.282568,271,4,1.589949602
-12.228146,7.335372,272,4,1.579783597
-13.183784,-10.936805,273,3,1.662757832
-13.180872,-10.937267,274,3,1.662757832
-12.161569,7.310479,275,4,1.782114148
-3.150487,-6.437056,276,1,2.989894564
-0.3226651,-5.590603,277,1,2.889861721
-12.215751,7.333549,278,4,1.762678564
-13.280446,-10.86351,279,3,2.255272505
-13.183569,-10.937404,280,3,2.255272505
-10.959381,-12.677476,281,3,0.681241237
-10.959775,-12.676882,282,3,0.568201724
-10.76294,-12.838874,283,3,0.447158031
-10.903046,-12.727427,284,3,0.397940009
11.876463,5.737876,285,2,-0.250263684
