Dim1,Dim2,ID,Label
4.220191,-12.317634,1,0
6.2862315,4.899843,2,1
8.64974,4.822673,3,1
7.919968,4.840081,4,1
9.364625,4.690701,5,1
-3.3103535,-8.710118,6,2
-2.402073,-8.268085,7,2
-2.0508115,-7.93134,8,2
-2.283873,-8.158136,9,2
10.895813,4.85051,10,1
9.274208,4.595877,11,1
-9.021023,8.631749,12,3
-9.009301,8.66922,13,3
-9.065739,8.46123,14,3
-9.050555,8.522394,15,3
3.0514672,2.3594518,16,4
2.9663248,2.2645617,17,4
3.037409,2.3372667,18,4
8.73182,4.7308598,19,1
2.8903077,2.1796458,20,4
-9.289522,7.5826764,21,3
-9.222881,7.852315,22,3
-9.280533,7.6123962,23,3
-10.430275,3.082579,24,3
-10.510113,2.7570775,25,3
-10.728666,1.8439484,26,3
-11.06968,0.3847729,27,3
-11.186481,-0.12861691,28,3
3.4687304,2.8350458,29,4
8.346313,4.857301,30,1
2.8774166,2.1628144,31,4
5.542712,-13.170051,32,0
5.5477757,-13.17461,33,0
5.428787,-13.100149,34,0
5.3570733,-13.052233,35,0
5.738296,-13.298393,36,0
-9.693592,5.8058424,37,3
-10.430479,3.0738823,38,3
-9.6604395,6.057094,39,3
-9.784668,5.5594115,40,3
-9.406747,7.091523,41,3
-9.724918,5.793123,42,3
-10.398245,3.2014208,43,3
-10.896969,1.1245482,44,3
-11.016169,0.60747904,45,3
-11.206441,-0.23337862,46,3
-9.166551,8.069283,47,3
-10.25143,3.7930293,48,3
-10.659608,2.139319,49,3
-11.1717615,-0.057424664,50,3
3.0776677,2.3880882,51,4
3.1093662,2.4057102,52,4
-2.6337945,-9.0702095,53,2
-4.6724186,-9.060625,54,2
-11.153652,0.020203838,55,3
-11.236917,-0.35826495,56,3
-10.487471,2.8547564,57,3
4.522639,-12.51169,58,0
4.5007205,-12.4973955,59,0
-4.5357084,-8.994699,60,2
-0.37196133,-9.435322,61,2
5.628393,-13.227804,62,0
-4.4866643,-8.984062,63,2
4.2925158,-12.361311,64,0
-4.5906425,-8.994771,65,2
10.6287985,4.58792,66,1
-4.4644527,-9.003249,67,2
-4.5265727,-8.997147,68,2
-9.1439905,8.157142,69,3
-10.4406805,3.0578516,70,3
8.837179,4.721363,71,1
11.234695,4.71659,72,1
10.608802,4.7070603,73,1
10.061722,4.067853,74,1
11.1314,4.2426047,75,1
-4.258185,-8.900397,76,2
-10.427465,3.099459,77,3
-0.7125213,-9.059521,78,2
-1.5595709,-8.674981,79,2
-0.5060083,-9.20421,80,2
-0.31489718,-9.35102,81,2
-0.38641754,-9.30357,82,2
-0.7190443,-9.101486,83,2
-0.9422889,-8.925254,84,2
-1.4371063,-8.599614,85,2
2.9620533,-11.474976,86,0
4.4548044,7.572101,87,1
4.5272965,7.4578342,88,1
4.476216,7.5521073,89,1
4.4601827,7.5978117,90,1
4.522073,7.4459825,91,1
4.61195,7.211896,92,1
4.8614416,6.7415266,93,1
5.5597596,5.438063,94,1
5.836699,5.117683,95,1
6.2543697,4.9645925,96,1
6.2583776,5.029989,97,1
8.307245,4.8239827,98,1
10.984715,4.67715,99,1
6.239394,5.024983,100,1
4.4889374,7.5389767,101,1
4.0087433,-12.170162,102,0
-9.627098,6.1797276,103,3
10.997297,4.672922,104,1
