Dim1,Dim2,ID,Label,Target
-8.688646,-20.305336,347,2,1.056904851
-11.276552,-2.6734097,348,0,-0.13667714
-15.378273,14.503315,349,8,0.397940009
3.663936,-3.687694,350,6,1.840106094
8.054231,2.7437367,351,3,0.146128036
-0.53691596,8.738904,352,7,1.397940009
-23.433418,-4.940016,353,5,1.477121255
10.556289,6.2155657,354,3,-0.601028774
-15.312089,14.390524,355,8,0.447158031
-0.0046621733,5.186692,356,4,0.643452676
3.9665809,3.7916763,357,4,-0.698970004
10.500524,-17.180838,358,1,-0.522878745
3.374712,11.339264,359,-1,-2.387216143
4.1082397,-1.1042032,360,6,-2.0
3.4646814,11.471274,361,-1,-2.314258261
-8.687883,-20.306196,362,2,0.113943352
-11.563616,-3.4880543,363,0,-1.602059991
2.3078458,4.203173,364,4,-1.013228266
-11.098706,-2.4511545,365,0,1.342422681
