,1. SOM1,2. SOM2,3. SOM3,4. SOM4,5. SOM5,6. SOM6,7. SOM7,8. SOM8,9. SOM9,10. SOM10,11. SOM11,12. SOM12,13. SOM13,14. SOM14,15. SOM15,16. SOM16,17. SOM17,18. SOM18,19. SOM19,20. SOM20,21. SOM21,22. SOM22,23. SOM23,24. SOM24,25. SOM25
0,-0.6344510000000001,-0.4600170000000001,-0.5977199999999999,-0.6619600000000001,-0.524312,-0.7566650000000001,-0.17093,-1.4761240000000002,-0.19339300000000004,-0.6417910000000001,-0.63639,-0.709347,-0.8702370000000001,-0.212417,-0.11012499999999999,-0.736227,0.0,-0.235037,-0.606528,3.2489250000000003,-0.6500740000000002,-0.046266000000000015,2.0779270000000007,-0.608937,-0.6501580000000001
1,-0.6217260000000001,-0.4524040000000001,-0.5838109999999999,-0.6493800000000001,-0.524459,-0.7401100000000002,-0.17093,-1.2826560000000002,-0.19338700000000003,-0.6310170000000002,-0.627979,-0.698772,-0.8705320000000001,-0.212396,-0.11012499999999999,-0.719331,0.0,-0.235037,-0.59337,3.2487930000000005,-0.6384760000000002,-0.07209300000000003,2.0576090000000007,-0.595163,-0.6328490000000001
2,-0.5421690000000001,-0.4046610000000001,-0.4968619999999999,-0.5707350000000001,-0.525377,-0.6366490000000001,-0.17093,-0.07282899999999992,-0.19334500000000002,-0.5636560000000002,-0.575381,-0.632637,-0.8723850000000001,-0.211555,-0.11012499999999999,-0.613752,0.0,-0.235037,-0.511111,3.2453960000000004,-0.5659530000000002,-0.23381500000000002,1.9302110000000006,-0.509041,-0.5246040000000001
3,-0.5049250000000001,-0.3783730000000001,-0.4564299999999999,-0.5341800000000001,-0.525831,-0.5894370000000001,-0.17093,0.5006660000000003,-0.19332600000000003,-0.5319570000000001,-0.55033,-0.601138,-0.8733000000000001,-0.191383,-0.11012499999999999,-0.565871,0.0,-0.235037,-0.47280300000000003,3.1721490000000006,-0.5315690000000001,-0.31636600000000004,1.8603120000000006,-0.468546,-0.4732500000000001
4,-0.5243300000000001,-0.3338830000000001,-0.48152299999999987,-0.5570680000000001,-0.525913,-0.6320690000000001,-0.17093,0.30745700000000015,-0.19334500000000002,-0.5460470000000001,-0.557049,-0.609587,-0.8734700000000001,0.090308,-0.11012499999999999,-0.613615,0.0,-0.235037,-0.49570800000000004,2.1513800000000005,-0.5430800000000001,-0.37453100000000006,1.7450740000000007,-0.487012,-0.4899570000000001
5,-0.5699390000000001,-0.24572600000000008,-0.5393629999999999,-0.6097300000000001,-0.525616,-0.7271250000000001,-0.17093,-0.17523599999999992,-0.19338700000000003,-0.5798340000000001,-0.574609,-0.631666,-0.8732100000000002,0.669658,-0.11012499999999999,-0.719294,0.0,-0.235037,-0.548741,0.048705999999999965,-0.5719270000000001,-0.48308700000000004,1.5166020000000007,-0.531189,-0.5320860000000001
6,-0.5771010000000001,-0.23220900000000008,-0.5481369999999999,-0.6178630000000002,-0.521289,-0.7415000000000002,-0.17093,-0.24690099999999993,-0.19339300000000004,-0.5850720000000001,-0.57731,-0.635062,-0.8717440000000001,0.755409,-0.11012499999999999,-0.735048,0.0,-0.235037,-0.55733,-0.28832000000000013,-0.5764330000000001,-0.5000690000000001,1.4844180000000007,-0.538451,-0.5389930000000002
7,-0.5732730000000001,-0.2368830000000001,-0.5376799999999999,-0.6138990000000001,-0.454699,-0.7282250000000001,-0.17093,-0.1698099999999999,-0.19339400000000004,-0.5811490000000001,-0.574713,-0.631797,-0.8683830000000001,0.663181,-0.11012499999999999,-0.718422,0.0,-0.235037,-0.557184,-0.30691600000000013,-0.5732210000000001,-0.48505200000000004,1.5765120000000006,-0.539336,-0.5384760000000001
8,-0.5451360000000001,-0.2642910000000001,-0.4673929999999999,-0.5875360000000001,-0.04804900000000003,-0.6410380000000001,-0.17093,0.3145600000000002,-0.19339400000000004,-0.5535470000000001,-0.55643,-0.608808,-0.8688060000000001,0.0837,-0.11012499999999999,-0.612568,0.0,-0.235037,-0.551055,-0.30777900000000014,-0.5499510000000001,-0.37297100000000005,2.1693260000000008,-0.539586,-0.5291520000000001
9,-0.5272120000000001,-0.2633410000000001,-0.4327179999999999,-0.5748940000000001,0.14879399999999998,-0.5936180000000001,-0.17093,0.5467290000000002,-0.19339400000000004,-0.5359170000000001,-0.542206,-0.590924,-0.8730510000000001,-0.194057,-0.11012499999999999,-0.56156,0.0,-0.235037,-0.543441,-0.3077930000000001,-0.5335440000000001,-0.28473800000000005,2.368304000000001,-0.534656,-0.5184630000000001
