,Cluster_2_Mean,Cluster_3_Mean,Cluster_2_StdDev,Cluster_3_StdDev,Mean_Difference,Contribution
MW,437.6054662888889,571.7420295281249,93.65636306599761,147.18543486710863,-134.136563239236,0.3846833525769779
LabuteASA,182.0867888444444,239.939505896875,35.29343390795514,60.29636714262184,-57.85271705243059,0.19310210826773005
MolMR,113.00358888888888,153.77301875,21.27772171459179,37.27545607235702,-40.76942986111112,0.16602091150435028
RotBonds,21.0,34.875,6.557438524302,9.553752851544104,-13.875,0.06643570155590611
