,Cluster_0_Mean,Cluster_2_Mean,Cluster_0_StdDev,Cluster_2_StdDev,Mean_Difference,Contribution
MW,769.5561849999999,437.6054662888889,361.2425045147547,93.65636306599761,331.950718711111,0.4622941967031729
LabuteASA,329.7711973363637,182.0867888444444,148.92493620437907,35.29343390795514,147.68440849191927,0.22627256325634068
MolMR,196.08906363636362,113.00358888888888,99.57001728537836,21.27772171459179,83.08547474747473,0.10326282582150238
TPSA,157.4336363636364,97.30222222222224,65.76575039832318,23.412085435613044,60.131414141414155,0.08169601196978367
