Dim1,Dim2,ID,Label
-15.686121,13.508418,1,0
-15.655679,11.473915,2,0
-15.884136,13.169368,3,0
-15.574301,13.654305,4,0
-15.656824,11.148522,5,0
-15.368014,12.612352,6,0
-15.715488,13.42144,7,0
-15.600503,13.361067,8,0
-15.670845,13.476259,9,0
-15.367958,12.163215,10,0
-15.617257,13.464176,11,0
-15.647311,13.48068,12,0
-15.722234,13.485837,13,0
-15.409863,12.025633,14,0
-15.525108,12.84423,15,0
-15.565102,12.92047,16,0
-15.72211,13.473784,17,0
-15.6424055,13.450642,18,0
-15.620231,13.41689,19,0
-15.561516,13.256027,20,0
-15.714303,13.456617,21,0
-15.603546,13.413383,22,0
-15.580409,13.276935,23,0
-15.645037,11.387874,24,0
-15.712445,13.41461,25,0
-15.714012,13.4755945,26,0
-15.709083,13.478302,27,0
-15.707659,13.498198,28,0
-15.710905,13.463858,29,0
-15.645538,11.2705145,30,0
-15.646795,11.255463,31,0
-15.9352045,13.255254,32,0
-15.679577,13.0918,33,0
-15.687219,13.466525,34,0
-15.711566,13.477335,35,0
-15.726625,13.495477,36,0
-15.46926,11.941881,37,0
-15.69525,11.277704,38,0
-15.269633,12.348021,39,0
-15.5202465,12.889221,40,0
-15.329162,12.348833,41,0
-15.8726225,13.13646,42,0
-15.282048,12.311385,43,0
-15.477633,13.327866,44,0
-15.623631,13.478636,45,0
-15.697175,13.234082,46,0
-15.794416,13.192832,47,0
-15.356123,12.512152,48,0
-15.781642,13.1790495,49,0
-15.629472,13.51936,50,0
-15.362247,12.202604,51,0
-15.647164,11.271866,52,0
-15.985258,13.051025,53,0
-15.727367,13.047407,54,0
-15.674043,13.603635,55,0
-15.665032,11.261532,56,0
-15.745223,13.3344965,57,0
-15.829493,13.158199,58,0
-15.645287,13.450921,59,0
-15.711782,13.638708,60,0
-15.586842,13.439753,61,0
-15.523533,13.095049,62,0
-15.526561,13.000348,63,0
-15.360432,12.543697,64,0
-15.61396,11.257637,65,0
-15.565013,13.01698,66,0
-15.537483,12.972451,67,0
-15.459423,11.755902,68,0
-15.05041,11.953764,69,0
-15.200597,11.9785595,70,0
-15.178627,12.732966,71,0
-15.397145,13.015898,72,0
-15.734699,13.003616,73,0
-15.508951,12.878075,74,0
-15.444414,12.963019,75,0
-15.215487,11.785693,76,0
-14.937095,12.172706,77,0
-15.437349,11.7554035,78,0
-15.105075,12.0027275,79,0
-15.437144,13.074471,80,0
-15.152749,12.0499,81,0
-14.944667,12.252095,82,0
-15.504969,11.351488,83,0
-15.5913925,13.061739,84,0
-15.473573,12.969177,85,0
-14.882771,12.447181,86,0
-15.379234,11.629618,87,0
-14.811694,12.376503,88,0
-14.883029,12.4421,89,0
-14.910534,12.263174,90,0
-14.765553,12.454192,91,0
-14.741982,12.33628,92,0
-14.736747,12.296182,93,0
-13.191765,11.298045,94,0
-13.356361,11.043627,95,0
-13.977562,11.330084,96,0
-14.267781,11.297553,97,0
-13.192203,10.925544,98,0
-13.067698,11.197772,99,0
-12.991933,11.115452,100,0
-13.245255,10.904554,101,0
-13.031759,10.977605,102,0
-12.955849,11.157496,103,0
-12.931562,11.1546545,104,0
-13.049327,10.943825,105,0
-12.97596,11.08728,106,0
-12.959677,11.184742,107,0
-12.941203,11.154967,108,0
-13.852145,11.23482,109,0
-13.918033,11.238972,110,0
-12.684708,11.190787,111,0
-12.568148,11.180794,112,0
-12.736505,11.123027,113,0
-13.447582,11.179534,114,0
-12.952142,11.017888,115,0
-12.746616,11.157983,116,0
-13.015189,10.940643,117,0
-12.692512,11.1832485,118,0
-13.413156,11.108843,119,0
-12.677337,11.143853,120,0
-12.81229,11.160494,121,0
-12.595182,11.140972,122,0
-13.553274,11.174534,123,0
-12.984998,10.919007,124,0
-15.28128,11.338177,125,0
-12.788614,11.07316,126,0
-13.674583,11.261632,127,0
-13.330771,11.154693,128,0
-13.066623,10.834258,129,0
-12.587461,11.221749,130,0
-12.607886,11.174553,131,0
-12.457769,11.198326,132,0
-13.0740795,10.852286,133,0
-13.014053,10.90323,134,0
-12.44967,11.197925,135,0
-12.752811,11.085543,136,0
-13.709329,11.252615,137,0
-13.730459,10.598528,138,0
-13.038418,10.898309,139,0
-12.606104,11.248724,140,0
-12.596009,11.240831,141,0
-12.68966,11.181093,142,0
-13.434586,11.214672,143,0
-13.0434265,10.872739,144,0
-12.421653,11.224672,145,0
-12.409677,11.225602,146,0
-12.615134,11.165355,147,0
-12.6573105,11.146049,148,0
-12.330739,11.254695,149,0
-12.914215,11.032464,150,0
-12.566796,11.174665,151,0
-15.675912,11.185253,152,0
-14.912748,11.3511095,153,0
-13.352473,10.768718,154,0
-12.550831,11.245786,155,0
-15.180191,11.372071,156,0
-13.234257,10.717407,157,0
-13.200934,10.7852125,158,0
-12.361626,11.435113,159,0
-12.459011,11.222133,160,0
-12.982585,10.937609,161,0
-12.786107,11.148067,162,0
-15.230935,11.294633,163,0
-13.550562,10.628316,164,0
-13.205755,10.805101,165,0
-15.421202,11.249639,166,0
-13.683877,10.497884,167,0
-13.420017,10.706348,168,0
-12.9947815,10.910509,169,0
-12.39433,11.20706,170,0
-15.593423,11.223475,171,0
-15.013945,12.022692,172,0
-14.30221,10.927721,173,0
-14.094725,10.347369,174,0
-14.4199095,9.416765,175,0
-14.768166,9.002435,176,0
-15.055663,8.552379,177,0
-15.747385,10.820116,178,0
-15.050806,8.558127,179,0
-15.045529,8.603648,180,0
-15.055652,8.471898,181,0
-15.047746,8.575415,182,0
-15.985211,9.990108,183,0
-15.046636,8.547883,184,0
-15.856958,9.986608,185,0
-15.036842,8.581361,186,0
-14.978355,8.7039175,187,0
-15.83105,10.060846,188,0
-15.423653,11.004037,189,0
-15.703767,9.597702,190,0
15.492232,-9.766745,191,1
-15.732019,10.89862,192,0
-14.019177,10.413071,193,0
-14.223016,9.912025,194,0
-15.009319,8.685596,195,0
-14.56096,9.32714,196,0
-15.086064,11.334357,197,0
-14.9983635,8.820909,198,0
-14.958819,8.590835,199,0
-14.931626,8.56429,200,0
-15.071622,8.695568,201,0
-15.750949,10.800434,202,0
-15.835397,10.217694,203,0
